metric,normal_pre_mean,normal_post_mean,normal_delta_mean,anomaly_pre_mean,anomaly_post_mean,anomaly_delta_mean,anomaly_minus_normal_post,anomaly_minus_normal_delta
loss_pct,77.14332602200398,70.02081195685643,-7.12251406514754,76.39725132145978,77.39142374178869,0.9941724203288816,7.370611784932251,8.116686485476421
thr_rx_mbps,105.84863714285716,98.37466285714284,-7.473974285714287,106.94634631578948,108.72989052631577,1.783544210526316,10.355227669172933,9.257518496240603
mean_delay_s,0.6071735014880952,0.5671224689484127,-0.04005103253968253,0.5742242038377195,0.6268195709429826,0.052595367105263156,0.0596971019945699,0.09264639964494568
weighted_delay_s,0.6057248595827072,0.5684658467248488,-0.03725901285785852,0.56853919115299,0.6283043569064116,0.059765165753421584,0.05983851018156283,0.0970241786112801
