metric,normal_pre_mean,normal_post_mean,normal_delta_mean,anomaly_pre_mean,anomaly_post_mean,anomaly_delta_mean,anomaly_minus_normal_post,anomaly_minus_normal_delta
loss_pct,77.30815647910094,68.39242098111559,-8.915735497985354,75.91839512010824,66.76711142272562,-9.151283697382604,-1.6253095583899722,-0.23554819939725036
thr_rx_mbps,105.60612000000002,96.08687999999998,-9.519240000000002,107.04039063829791,95.93093276595744,-11.109457872340426,-0.15594723404254296,-1.5902178723404248
mean_delay_s,0.6144529974806201,0.5539335743217054,-0.06051942315891472,0.6465531710992906,0.6210105307624113,-0.025542640336879432,0.06707695644070588,0.034976782822035285
weighted_delay_s,0.6139402979567145,0.5552457107545035,-0.058694587202211095,0.6579853283366399,0.6385852112778734,-0.019400117058766632,0.08333950052336991,0.03929447014344446
