event_id,handover_time_s,imsi,target_cell_id,pre_rows,post_rows,pre_loss_pct,post_loss_pct,delta_loss_pct,pre_thr_rx_mbps,post_thr_rx_mbps,delta_thr_rx_mbps,pre_mean_delay_s,post_mean_delay_s,delta_mean_delay_s,pre_weighted_delay_s,post_weighted_delay_s,delta_weighted_delay_s
33,3.35402,8,3,24,24,64.03343782654127,83.22324966974901,19.189811843207735,90.1804,119.7864,29.605999999999995,0.7557283625000001,0.8321658333333333,0.07643747083333319,0.8905118912260314,0.810410656167979,-0.08010123505805233
34,3.38177,3,4,24,24,64.03343782654127,83.22324966974901,19.189811843207735,90.1804,119.7864,29.605999999999995,0.7557283625000001,0.8321658333333333,0.07643747083333319,0.8905118912260314,0.810410656167979,-0.08010123505805233
35,3.54602,1,3,24,24,75.73447893569845,80.96713691592595,5.232657980227501,91.7524,122.3016,30.5492,0.8121054208333334,0.8228146666666666,0.010709245833333214,0.9293385024557396,0.8181925724078833,-0.11114593004785622
36,3.57002,8,2,24,24,83.22324966974901,83.65409965726339,0.4308499875143781,119.7864,97.464,-22.322400000000002,0.8321658333333333,0.877548,0.04538216666666672,0.810410656167979,0.9252446408602151,0.11483398469223605
37,3.57952,7,4,24,24,83.22324966974901,83.65409965726339,0.4308499875143781,119.7864,97.464,-22.322400000000002,0.8321658333333333,0.877548,0.04538216666666672,0.810410656167979,0.9252446408602151,0.11483398469223605
38,3.61152,1,2,24,24,83.22324966974901,83.65409965726339,0.4308499875143781,119.7864,97.464,-22.322400000000002,0.8321658333333333,0.877548,0.04538216666666672,0.810410656167979,0.9252446408602151,0.11483398469223605
39,3.89277,3,2,24,24,84.23103567717354,58.41013824884793,-25.82089742832561,95.4204,132.4148,36.99440000000001,0.9201918291666665,1.117803375,0.1976115458333335,0.9589887096650193,1.1925128895924022,0.23352417992738295
40,3.90927,3,4,24,24,84.23103567717354,58.41013824884793,-25.82089742832561,95.4204,132.4148,36.99440000000001,0.9201918291666665,1.117803375,0.1976115458333335,0.9589887096650193,1.1925128895924022,0.23352417992738295
41,3.91077,2,2,24,24,84.23103567717354,58.41013824884793,-25.82089742832561,95.4204,132.4148,36.99440000000001,0.9201918291666665,1.117803375,0.1976115458333335,0.9589887096650193,1.1925128895924022,0.23352417992738295
42,3.91077,10,2,24,24,84.23103567717354,58.41013824884793,-25.82089742832561,95.4204,132.4148,36.99440000000001,0.9201918291666665,1.117803375,0.1976115458333335,0.9589887096650193,1.1925128895924022,0.23352417992738295
43,3.93577,1,3,24,24,84.23103567717354,58.41013824884793,-25.82089742832561,95.4204,132.4148,36.99440000000001,0.9201918291666665,1.117803375,0.1976115458333335,0.9589887096650193,1.1925128895924022,0.23352417992738295
44,4.01152,10,4,24,24,60.97846051093671,72.68068331143233,11.702222800495619,122.4588,108.9396,-13.519199999999998,0.9916300374999999,1.1079528749999998,0.11632283749999994,1.1314694049208387,1.194634624819625,0.0631652198987862
45,4.01152,8,3,24,24,60.97846051093671,72.68068331143233,11.702222800495619,122.4588,108.9396,-13.519199999999998,0.9916300374999999,1.1079528749999998,0.11632283749999994,1.1314694049208387,1.194634624819625,0.0631652198987862
46,4.01152,2,5,24,24,60.97846051093671,72.68068331143233,11.702222800495619,122.4588,108.9396,-13.519199999999998,0.9916300374999999,1.1079528749999998,0.11632283749999994,1.1314694049208387,1.194634624819625,0.0631652198987862
47,4.02927,7,2,24,24,60.97846051093671,72.68068331143233,11.702222800495619,122.4588,108.9396,-13.519199999999998,0.9916300374999999,1.1079528749999998,0.11632283749999994,1.1314694049208387,1.194634624819625,0.0631652198987862
48,4.09327,7,4,24,24,58.41013824884793,76.05231344103748,17.642175192189555,132.4148,114.1796,-18.23520000000002,1.117803375,1.1027505229166665,-0.015052852083333512,1.1925128895924022,1.2589162115878842,0.06640332199548205
49,4.11077,7,2,24,24,58.41013824884793,76.05231344103748,17.642175192189555,132.4148,114.1796,-18.23520000000002,1.117803375,1.1027505229166665,-0.015052852083333512,1.1925128895924022,1.2589162115878842,0.06640332199548205
50,4.31877,8,2,24,24,76.05231344103748,71.33201258594569,-4.720300855091793,114.1796,128.89444,14.71484000000001,1.1027505229166665,1.1223251125,0.019574589583333468,1.2589162115878842,1.0755900699593495,-0.18332614162853478
51,4.56827,2,3,24,24,75.19372043876422,50.89459698848538,-24.299123450278834,129.166,145.2528,16.08680000000001,1.1370455916666666,1.2163348333333335,0.07928924166666684,1.1018816907099391,1.0361644419191918,-0.06571724879074736
52,4.61152,8,3,24,24,75.19372043876422,50.89459698848538,-24.299123450278834,129.166,145.2528,16.08680000000001,1.1370455916666666,1.2163348333333335,0.07928924166666684,1.1018816907099391,1.0361644419191918,-0.06571724879074736
53,4.71077,10,2,24,24,68.04225006140997,51.64913531823855,-16.393114743171424,136.3448,142.1088,5.76400000000001,1.2119976,1.1962639166666666,-0.015733683333333248,1.1413862155265182,0.9873013901179942,-0.15408482540852397
54,4.72827,8,2,24,24,68.04225006140997,51.64913531823855,-16.393114743171424,136.3448,142.1088,5.76400000000001,1.2119976,1.1962639166666666,-0.015733683333333248,1.1413862155265182,0.9873013901179942,-0.15408482540852397
55,4.74127,8,3,24,24,68.04225006140997,51.64913531823855,-16.393114743171424,136.3448,142.1088,5.76400000000001,1.2119976,1.1962639166666666,-0.015733683333333248,1.1413862155265182,0.9873013901179942,-0.15408482540852397
56,4.74752,8,2,24,24,68.04225006140997,51.64913531823855,-16.393114743171424,136.3448,142.1088,5.76400000000001,1.2119976,1.1962639166666666,-0.015733683333333248,1.1413862155265182,0.9873013901179942,-0.15408482540852397
57,4.77002,8,3,24,24,50.89459698848538,43.28669868448528,-7.607898304000102,145.2528,142.3184,-2.9344000000000108,1.2163348333333335,1.20500075,-0.011334083333333522,1.0361644419191918,0.9903672588365244,-0.045797183082667337
58,4.79652,11,5,24,24,50.89459698848538,43.28669868448528,-7.607898304000102,145.2528,142.3184,-2.9344000000000108,1.2163348333333335,1.20500075,-0.011334083333333522,1.0361644419191918,0.9903672588365244,-0.045797183082667337
59,4.80527,8,2,24,24,50.89459698848538,43.28669868448528,-7.607898304000102,145.2528,142.3184,-2.9344000000000108,1.2163348333333335,1.20500075,-0.011334083333333522,1.0361644419191918,0.9903672588365244,-0.045797183082667337
60,4.81152,10,4,24,24,50.89459698848538,43.28669868448528,-7.607898304000102,145.2528,142.3184,-2.9344000000000108,1.2163348333333335,1.20500075,-0.011334083333333522,1.0361644419191918,0.9903672588365244,-0.045797183082667337
61,4.87077,8,3,24,24,51.64913531823855,40.948005846732094,-10.701129471506455,142.1088,148.1872,6.078399999999988,1.1962639166666666,1.3066297083333331,0.11036579166666649,0.9873013901179942,1.0525318617397457,0.06523047162175144
62,4.91077,2,2,24,24,51.64913531823855,40.948005846732094,-10.701129471506455,142.1088,148.1872,6.078399999999988,1.1962639166666666,1.3066297083333331,0.11036579166666649,0.9873013901179942,1.0525318617397457,0.06523047162175144
63,5.21152,11,2,24,24,54.68650031989763,46.09862081995088,-8.587879499946752,148.4492,149.4972,1.0480000000000018,1.343380625,1.4233688037499999,0.07998817874999986,1.0699434909989411,1.5874514821661407,0.5175079911671996
64,5.23652,3,2,24,24,54.68650031989763,46.09862081995088,-8.587879499946752,148.4492,149.4972,1.0480000000000018,1.343380625,1.4233688037499999,0.07998817874999986,1.0699434909989411,1.5874514821661407,0.5175079911671996
65,5.29952,10,2,24,24,59.29581614614025,40.57274247491639,-18.723073671223858,144.7812,148.9732,4.191999999999979,1.3606477083333335,1.3985325199999998,0.03788481166666635,1.3090845678610206,1.5382946638691524,0.2292100960081318
66,5.31227,7,4,24,24,59.29581614614025,40.57274247491639,-18.723073671223858,144.7812,148.9732,4.191999999999979,1.3606477083333335,1.3985325199999998,0.03788481166666635,1.3090845678610206,1.5382946638691524,0.2292100960081318
67,5.31227,8,2,24,24,59.29581614614025,40.57274247491639,-18.723073671223858,144.7812,148.9732,4.191999999999979,1.3606477083333335,1.3985325199999998,0.03788481166666635,1.3090845678610206,1.5382946638691524,0.2292100960081318
68,5.32027,2,3,24,24,59.29581614614025,40.57274247491639,-18.723073671223858,144.7812,148.9732,4.191999999999979,1.3606477083333335,1.3985325199999998,0.03788481166666635,1.3090845678610206,1.5382946638691524,0.2292100960081318
69,5.33152,2,2,24,24,59.29581614614025,40.57274247491639,-18.723073671223858,144.7812,148.9732,4.191999999999979,1.3606477083333335,1.3985325199999998,0.03788481166666635,1.3090845678610206,1.5382946638691524,0.2292100960081318
70,5.44527,12,2,24,24,46.09862081995088,59.14303918445365,13.044418364502768,149.4972,134.406,-15.091199999999986,1.4233688037499999,1.4641068829166668,0.04073807916666694,1.5874514821661407,1.5581078361637426,-0.029343646002398138
71,5.49002,11,5,24,24,40.57274247491639,55.57510798272276,15.002365507806374,148.9732,145.5148,-3.4583999999999833,1.3985325199999998,1.5054934583333335,0.10696093833333364,1.5382946638691524,1.6118809711919335,0.07358630732278115
72,5.58127,2,3,24,24,59.14303918445365,35.83754208754209,-23.30549709691156,134.406,159.7676,25.36159999999998,1.4641068829166668,1.4819418333333332,0.017834950416666384,1.5581078361637426,1.555962944571991,-0.0021448915917516853
73,5.61327,2,2,24,24,59.14303918445365,35.83754208754209,-23.30549709691156,134.406,159.7676,25.36159999999998,1.4641068829166668,1.4819418333333332,0.017834950416666384,1.5581078361637426,1.555962944571991,-0.0021448915917516853
74,5.66927,11,2,24,24,55.57510798272276,72.9306702515844,17.35556226886164,145.5148,147.7156,2.2007999999999868,1.5054934583333335,1.4907950416666667,-0.014698416666666825,1.6118809711919335,1.4379499354380987,-0.17393103575383484
75,5.95877,7,2,24,24,82.18128025820334,45.66498316498316,-36.51629709322018,138.86,135.2968,-3.5632000000000232,1.4620171416666665,1.35026422,-0.11175292166666662,1.3331979957735849,1.1189208973818745,-0.21427709839171039
76,6.01152,7,4,24,24,82.18128025820334,45.66498316498316,-36.51629709322018,138.86,135.2968,-3.5632000000000232,1.4620171416666665,1.35026422,-0.11175292166666662,1.3331979957735849,1.1189208973818745,-0.21427709839171039
77,6.07552,8,3,24,24,71.97611292073833,57.502980752853006,-14.473132167885325,135.2444,130.738,-4.5064000000000135,1.3849136,1.3737347291666666,-0.011178870833333354,1.2297571413405657,1.1380615493787574,-0.09169559196180832
78,6.11402,10,4,24,24,71.97611292073833,57.502980752853006,-14.473132167885325,135.2444,130.738,-4.5064000000000135,1.3849136,1.3737347291666666,-0.011178870833333354,1.2297571413405657,1.1380615493787574,-0.09169559196180832
79,6.18077,7,2,24,24,45.66498316498316,68.65962180200222,22.994638637019058,135.2968,118.1096,-17.18719999999999,1.35026422,1.4143326383333334,0.06406841833333354,1.1189208973818745,1.3238950954569655,0.20497419807509099
